LS360,LS370,LS380,LS390,LS400,LS410,LS420,LS430,LS440,LS450,LS460,LS470,LS480,LS490,LS500,LS510,LS520,LS530,LS540,LS550,LS560,LS570,LS580,LS590,LS600,LS610,LS620,LS630,LS640,LS650,LS660,LS670,LS680,LS690,LS700,D31,D32,D33,D58,D100,D107,D110,D120,D128,D150,D160,D161,D162,D170,D180,D200,D202,D210,D220,D221,D260,D300,D301,D302,D303,D304,D306,D307,D308,D310,D311,D312,D314,D316,D317,D318,D320,D321,D324,D326,D327,D328,D350,D351,D355,D357,D358,D359,D360,D361,D362,D363,D366,D367,D368,D370,D372,D376,D377,D378,D380,D500,D501,D503,D504,D506,D508,D510,D511,D514,D516,D520,D524,D526,D527,D530,D551,D555,D560,D561,D565,D570,D575,D576,D580,D581,D980
3.704,3.627,3.313,3.153,3.078,2.987,2.961,2.927,2.879,2.851,2.814,2.776,2.728,2.671,2.585,2.475,2.345,2.232,2.107,2.012,1.916,1.84,1.828,1.828,1.842,1.874,1.926,1.989,2.088,2.326,2.577,3.497,6.714,10.363,16.295,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936,0,0,0,0,0,0,0.036,0,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0.56,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.704,3.627,3.313,3.153,3.078,2.987,2.961,2.927,2.879,2.851,2.814,2.776,2.728,2.671,2.585,2.475,2.345,2.232,2.107,2.012,1.916,1.84,1.828,1.828,1.842,1.874,1.926,1.989,2.088,2.326,2.577,3.497,6.714,10.363,16.295,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.033,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0.53,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.432,2.301,2.031,1.926,1.891,1.825,1.802,1.785,1.756,1.731,1.72,1.728,1.729,1.739,1.736,1.714,1.711,1.694,1.678,1.665,1.626,1.562,1.551,1.552,1.563,1.591,1.64,1.699,1.797,2.018,2.231,3.091,6.366,9.844,15.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0
2.432,2.301,2.031,1.926,1.891,1.825,1.802,1.785,1.756,1.731,1.72,1.728,1.729,1.739,1.736,1.714,1.711,1.694,1.678,1.665,1.626,1.562,1.551,1.552,1.563,1.591,1.64,1.699,1.797,2.018,2.231,3.091,6.366,9.844,15.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0
11.338,11.617,11.55,11.521,11.566,11.395,11.259,11.104,11.067,11.233,11.665,12.143,12.62,13.211,13.842,14.14,14.294,14.328,14.166,13.784,13.564,13.57,13.807,14.106,14.357,14.333,13.931,13.826,14.76,17.206,20.661,26.264,34.935,38.791,44.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0.043,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0.135,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
17.641,17.481,17.017,16.668,16.536,16.662,16.931,17.468,18.073,19.018,20.334,21.536,22.844,23.859,24.567,24.825,25.006,25.137,25.038,24.904,25.212,27.004,28.641,29.263,29.428,29.354,29.237,29.43,30.655,33.129,36.963,41.851,48.741,53.226,59.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0.018,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.0635,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0
17.641,17.481,17.017,16.668,16.536,16.662,16.931,17.468,18.073,19.018,20.334,21.536,22.844,23.859,24.567,24.825,25.006,25.137,25.038,24.904,25.212,27.004,28.641,29.263,29.428,29.354,29.237,29.43,30.655,33.129,36.963,41.851,48.741,53.226,59.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0.018,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0
3.692,4.736,6.028,7.113,7.515,7.553,7.531,7.695,8.401,9.791,12.536,16.388,22.524,28.271,31.33,31.573,29.194,25.608,21.477,17.199,13.284,10.505,8.322,6.396,4.622,3.907,3.661,3.504,3.286,2.862,2.294,2,1.925,2.958,6.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.346,6.199,9.44,14.769,21.179,27.947,33.235,39.201,44.957,47.768,48.872,48.715,46.52,43.496,39.772,35.366,30.712,25.984,21.487,17.26,13.341,10.635,8.486,6.634,4.617,3.869,3.773,3.693,3.368,2.798,2.126,1.826,1.68,3.179,8.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.349,30.511,32.455,35.135,38.452,43.3,48.52,52.236,54.467,54.869,53.47,51.492,48.499,45.056,41.195,37.148,33.786,30.497,27.341,24.912,23.418,22.019,20.41,19.484,19.763,20.072,20.054,19.886,20.564,23.986,29.458,39.741,56.434,62.054,70.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,0,0,0.225,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.8,1.69,1.77,1.75,1.74,1.74,1.76,1.8,1.81,1.78,1.77,1.74,1.67,1.62,1.56,1.54,1.47,1.43,1.42,1.44,1.51,1.55,1.56,1.62,1.73,1.92,2.29,3.14,4.62,7.43,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.31,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
15.608,18.588,21.965,25.973,30.648,35.286,38.738,41.674,43.806,44.498,44.417,43.621,41.643,39.284,36.58,33.31,29.768,26.068,22.557,19.327,16.392,13.867,11.671,9.866,8.276,7.357,6.957,6.553,6.164,5.811,5.532,5.545,6.653,9.656,16.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.75,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0
4.295,4.14,3.953,3.857,3.851,3.824,3.825,3.859,3.914,3.956,3.922,3.806,3.575,3.367,3.122,2.892,2.681,2.542,2.388,2.279,2.147,2.098,2.148,2.207,2.227,2.242,2.288,2.35,2.471,2.822,3.478,4.935,8.648,13.223,20.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0.63,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.361,3.396,3.299,3.213,3.18,3.142,3.078,3.012,2.98,2.938,2.92,2.847,2.748,2.62,2.499,2.364,2.259,2.152,2.091,2.014,1.937,1.91,1.917,1.931,1.945,1.938,1.965,2.022,2.13,2.349,2.742,3.563,5.497,7.731,11.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.73,3.435,3.308,3.23,3.186,3.132,3.112,3.095,3.08,3.008,2.876,2.661,2.358,2.124,1.918,1.763,1.693,1.693,1.727,1.802,1.9,2.398,4.41,9.419,18.776,31.29,42.252,51.396,57.132,61.677,66.202,70.525,75.057,76.612,78.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.339,7.191,9.54,11.506,12.143,12.15,11.928,12.146,13.077,14.924,18.664,24.014,32.988,42.197,48.016,49.172,46.691,42.583,37.558,31.549,25.554,21.56,18.237,14.574,9.956,8.43,8.54,8.586,7.619,6.052,3.507,2.043,1.697,4.64,12.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.336,4.257,4.02,3.899,3.882,3.859,3.891,3.885,3.886,3.857,3.778,3.625,3.411,3.207,2.988,2.783,2.562,2.384,2.192,2.089,1.966,1.878,1.876,1.919,1.983,2.054,2.132,2.225,2.37,2.715,3.309,4.653,8.094,12.273,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0.05,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0.71,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.481,8.056,9.014,12.572,21.875,51.737,95.023,125.71,129.292,117.335,105.093,98.235,95.504,91.448,89.399,87.272,85.33,83.945,82.937,82.213,81.56,81.342,81.212,81.033,80.998,81.066,81.676,82.451,83.005,83.497,83.831,84.152,84.544,84.425,83.975,0,0.14,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.481,8.056,9.014,12.572,21.875,51.737,95.023,125.71,129.292,117.335,105.093,98.235,95.504,91.448,89.399,87.272,85.33,83.945,82.937,82.213,81.56,81.342,81.212,81.033,80.998,81.066,81.676,82.451,83.005,83.497,83.831,84.152,84.544,84.425,83.975,0,0.14,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.481,8.056,9.014,12.572,21.875,51.737,95.023,125.71,129.292,117.335,105.093,98.235,95.504,91.448,89.399,87.272,85.33,83.945,82.937,82.213,81.56,81.342,81.212,81.033,80.998,81.066,81.676,82.451,83.005,83.497,83.831,84.152,84.544,84.425,83.975,0,0.14,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.481,8.056,9.014,12.572,21.875,51.737,95.023,125.71,129.292,117.335,105.093,98.235,95.504,91.448,89.399,87.272,85.33,83.945,82.937,82.213,81.56,81.342,81.212,81.033,80.998,81.066,81.676,82.451,83.005,83.497,83.831,84.152,84.544,84.425,83.975,0,0.14,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.481,8.056,9.014,12.572,21.875,51.737,95.023,125.71,129.292,117.335,105.093,98.235,95.504,91.448,89.399,87.272,85.33,83.945,82.937,82.213,81.56,81.342,81.212,81.033,80.998,81.066,81.676,82.451,83.005,83.497,83.831,84.152,84.544,84.425,83.975,0,0.14,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.481,8.056,9.014,12.572,21.875,51.737,95.023,125.71,129.292,117.335,105.093,98.235,95.504,91.448,89.399,87.272,85.33,83.945,82.937,82.213,81.56,81.342,81.212,81.033,80.998,81.066,81.676,82.451,83.005,83.497,83.831,84.152,84.544,84.425,83.975,0,0.14,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.272,3.937,4.39,4.607,4.411,4.006,3.813,3.778,3.995,4.571,5.935,8.149,12.3,17.398,21.941,24.044,23.133,20.533,17.379,14.163,11.236,8.705,6.836,5.505,4.404,3.844,3.61,3.541,3.585,3.546,3.301,2.636,2.579,3.633,6.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,3.9,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0
3.638,3.532,3.338,3.384,3.433,3.48,3.561,3.6,3.623,3.612,3.574,3.517,3.45,3.37,3.193,2.964,2.681,2.423,2.155,2.029,1.883,1.761,1.71,1.717,1.759,1.83,1.919,2.006,2.115,2.319,2.775,3.677,6.179,9.258,14.528,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0.51,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.638,3.532,3.338,3.384,3.433,3.48,3.561,3.6,3.623,3.612,3.574,3.517,3.45,3.37,3.193,2.964,2.681,2.423,2.155,2.029,1.883,1.761,1.71,1.717,1.759,1.83,1.919,2.006,2.115,2.319,2.775,3.677,6.179,9.258,14.528,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0.51,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.638,3.532,3.338,3.384,3.433,3.48,3.561,3.6,3.623,3.612,3.574,3.517,3.45,3.37,3.193,2.964,2.681,2.423,2.155,2.029,1.883,1.761,1.71,1.717,1.759,1.83,1.919,2.006,2.115,2.319,2.775,3.677,6.179,9.258,14.528,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0.51,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.552,6.647,10.222,15.834,22.304,28.925,34.097,39.818,45.119,47.687,48.37,47.956,45.553,42.413,38.651,34.294,29.841,25.329,21.172,17.43,13.937,11.411,9.331,7.6,5.443,4.644,4.657,4.678,4.245,3.573,2.319,1.451,1.174,3.42,10.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.834,7.565,7.295,7.258,7.249,7.192,7.137,7.082,7.081,7.16,7.296,7.436,7.548,7.626,7.661,7.572,7.371,7.179,6.874,6.542,6.311,6.3,6.404,6.505,6.514,6.485,6.499,6.626,6.93,7.639,8.963,10.762,14.153,17.172,22.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.763,50.417,54.015,56.929,59.243,61.472,63.134,64.411,65.326,65.899,66.303,66.297,65.749,64.879,63.962,62.965,61.561,59.779,57.843,56.19,54.497,52.96,51.734,50.841,50.454,50.225,49.857,49.541,50.763,53.957,58.958,64.538,71.393,74.117,77.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
2.511,2.275,1.984,1.904,1.815,1.751,1.71,1.663,1.636,1.615,1.624,1.634,1.642,1.665,1.667,1.669,1.679,1.659,1.624,1.625,1.578,1.489,1.469,1.477,1.498,1.532,1.589,1.656,1.761,2.026,2.497,3.596,6.466,9.984,15.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.83,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0
